"custom_step","drawn-forest-186 - _step","drawn-forest-186 - _step__MIN","drawn-forest-186 - _step__MAX","drawn-forest-186 - train_metrics/Usefulness","drawn-forest-186 - train_metrics/Usefulness__MIN","drawn-forest-186 - train_metrics/Usefulness__MAX"
"90000000","89","89","89","0.8881530830064386","0.8881530830064386","0.8881530830064386"
"91000000","90","90","90","0.8874424127141511","0.8874424127141511","0.8874424127141511"
"92000000","91","91","91","0.8847593591603705","0.8847593591603705","0.8847593591603705"
"93000000","92","92","92","0.8854437911221733","0.8854437911221733","0.8854437911221733"
"94000000","93","93","93","0.8854978063615373","0.8854978063615373","0.8854978063615373"
"95000000","94","94","94","0.8842046106879732","0.8842046106879732","0.8842046106879732"
"96000000","95","95","95","0.8878328793452525","0.8878328793452525","0.8878328793452525"
"97000000","96","96","96","0.8880649750095523","0.8880649750095523","0.8880649750095523"
"98000000","97","97","97","0.8874313795006964","0.8874313795006964","0.8874313795006964"
"99000000","98","98","98","0.883543781471767","0.883543781471767","0.883543781471767"
"100000000","99","99","99","0.8879079330921273","0.8879079330921273","0.8879079330921273"
