"custom_step","crimson-durian-196 - _step","crimson-durian-196 - _step__MIN","crimson-durian-196 - _step__MAX","crimson-durian-196 - train_metrics/Usefulness","crimson-durian-196 - train_metrics/Usefulness__MIN","crimson-durian-196 - train_metrics/Usefulness__MAX"
"80000000","79","79","79","0.9112396704394929","0.9112396704394929","0.9112396704394929"
"81000000","80","80","80","0.9067243881539914","0.9067243881539914","0.9067243881539914"
"82000000","81","81","81","0.8970357731556845","0.8970357731556845","0.8970357731556845"
"83000000","82","82","82","0.866865387988448","0.866865387988448","0.866865387988448"
"84000000","83","83","83","0.9045603665043006","0.9045603665043006","0.9045603665043006"
"85000000","84","84","84","0.9027813214435936","0.9027813214435936","0.9027813214435936"
"86000000","85","85","85","0.8965547196582601","0.8965547196582601","0.8965547196582601"
"87000000","86","86","86","0.908139596549899","0.908139596549899","0.908139596549899"
"88000000","87","87","87","0.8887408249790923","0.8887408249790923","0.8887408249790923"
"89000000","88","88","88","0.8969581511201665","0.8969581511201665","0.8969581511201665"
"90000000","89","89","89","0.90818242824738","0.90818242824738","0.90818242824738"
"91000000","90","90","90","0.9026944344139077","0.9026944344139077","0.9026944344139077"
"92000000","91","91","91","0.9236190376547113","0.9236190376547113","0.9236190376547113"
"93000000","92","92","92","0.9216268632653596","0.9216268632653596","0.9216268632653596"
"94000000","93","93","93","0.9145379324993254","0.9145379324993254","0.9145379324993254"
"95000000","94","94","94","0.9108968075604092","0.9108968075604092","0.9108968075604092"
"96000000","95","95","95","0.9061073559588689","0.9061073559588689","0.9061073559588689"
"97000000","96","96","96","0.8963550842486493","0.8963550842486493","0.8963550842486493"
"98000000","97","97","97","0.9059283348998142","0.9059283348998142","0.9059283348998142"
"99000000","98","98","98","0.9109465145676534","0.9109465145676534","0.9109465145676534"
"100000000","99","99","99","0.917920469120704","0.917920469120704","0.917920469120704"
