"custom_step","atomic-breeze-193 - _step","atomic-breeze-193 - _step__MIN","atomic-breeze-193 - _step__MAX","atomic-breeze-193 - train_metrics/Usefulness","atomic-breeze-193 - train_metrics/Usefulness__MIN","atomic-breeze-193 - train_metrics/Usefulness__MAX"
"45000000","44","44","44","0.9128085799253317","0.9128085799253317","0.9128085799253317"
"46000000","45","45","45","0.9064243922339432","0.9064243922339432","0.9064243922339432"
"47000000","46","46","46","0.9115201307319365","0.9115201307319365","0.9115201307319365"
"48000000","47","47","47","0.9026258095264093","0.9026258095264093","0.9026258095264093"
"49000000","48","48","48","0.9087274861965688","0.9087274861965688","0.9087274861965688"
"50000000","49","49","49","0.9108825400790088","0.9108825400790088","0.9108825400790088"
"51000000","50","50","50","0.903047018516243","0.903047018516243","0.903047018516243"
"52000000","51","51","51","0.9085854857433089","0.9085854857433089","0.9085854857433089"
"53000000","52","52","52","0.8978877514478674","0.8978877514478674","0.8978877514478674"
"54000000","53","53","53","0.9033594496068118","0.9033594496068118","0.9033594496068118"
"55000000","54","54","54","0.9123966082685506","0.9123966082685506","0.9123966082685506"
"56000000","55","55","55","0.9117027713921325","0.9117027713921325","0.9117027713921325"
"57000000","56","56","56","0.9131650121138948","0.9131650121138948","0.9131650121138948"
"58000000","57","57","57","0.9258674115138203","0.9258674115138203","0.9258674115138203"
"59000000","58","58","58","0.9037561035882175","0.9037561035882175","0.9037561035882175"
"60000000","59","59","59","0.9148779094239253","0.9148779094239253","0.9148779094239253"
"61000000","60","60","60","0.9145027043460507","0.9145027043460507","0.9145027043460507"
"62000000","61","61","61","0.9104316395817506","0.9104316395817506","0.9104316395817506"
"63000000","62","62","62","0.9171050189453311","0.9171050189453311","0.9171050189453311"
"64000000","63","63","63","0.9043347577281843","0.9043347577281843","0.9043347577281843"
"65000000","64","64","64","0.842558676742156","0.842558676742156","0.842558676742156"
"66000000","65","65","65","0.9153609217920209","0.9153609217920209","0.9153609217920209"
"67000000","66","66","66","0.9223538057349537","0.9223538057349537","0.9223538057349537"
"68000000","67","67","67","0.9127298882146486","0.9127298882146486","0.9127298882146486"
"69000000","68","68","68","0.9097953373913016","0.9097953373913016","0.9097953373913016"
"70000000","69","69","69","0.920735913023705","0.920735913023705","0.920735913023705"
"71000000","70","70","70","0.9151186290199257","0.9151186290199257","0.9151186290199257"
"72000000","71","71","71","0.9050132237306427","0.9050132237306427","0.9050132237306427"
"73000000","72","72","72","0.9184517393386376","0.9184517393386376","0.9184517393386376"
"74000000","73","73","73","0.9112655209762396","0.9112655209762396","0.9112655209762396"
"75000000","74","74","74","0.8991163555461551","0.8991163555461551","0.8991163555461551"
"76000000","75","75","75","0.9065966307351124","0.9065966307351124","0.9065966307351124"
"77000000","76","76","76","0.9125098521536931","0.9125098521536931","0.9125098521536931"
"78000000","77","77","77","0.9069321297785339","0.9069321297785339","0.9069321297785339"
"79000000","78","78","78","0.8888409889272623","0.8888409889272623","0.8888409889272623"
"80000000","79","79","79","0.9173551051153774","0.9173551051153774","0.9173551051153774"
"81000000","80","80","80","0.9089062612677358","0.9089062612677358","0.9089062612677358"
"82000000","81","81","81","0.9132617836613351","0.9132617836613351","0.9132617836613351"
"83000000","82","82","82","0.9138956158006957","0.9138956158006957","0.9138956158006957"
"84000000","83","83","83","0.8959624128128533","0.8959624128128533","0.8959624128128533"
"85000000","84","84","84","0.8931101283274263","0.8931101283274263","0.8931101283274263"
"86000000","85","85","85","0.9222938254079149","0.9222938254079149","0.9222938254079149"
"87000000","86","86","86","0.91147130642107","0.91147130642107","0.91147130642107"
"88000000","87","87","87","0.9042207182793016","0.9042207182793016","0.9042207182793016"
"89000000","88","88","88","0.914267312556603","0.914267312556603","0.914267312556603"
"90000000","89","89","89","0.9273601443800655","0.9273601443800655","0.9273601443800655"
"91000000","90","90","90","0.9056436970935504","0.9056436970935504","0.9056436970935504"
"92000000","91","91","91","0.9097936213526199","0.9097936213526199","0.9097936213526199"
"93000000","92","92","92","0.9023397034659413","0.9023397034659413","0.9023397034659413"
"94000000","93","93","93","0.9078047762542844","0.9078047762542844","0.9078047762542844"
"95000000","94","94","94","0.8985433067196142","0.8985433067196142","0.8985433067196142"
"96000000","95","95","95","0.901087303577793","0.901087303577793","0.901087303577793"
"97000000","96","96","96","0.9135280530143395","0.9135280530143395","0.9135280530143395"
"98000000","97","97","97","0.914348336628723","0.914348336628723","0.914348336628723"
"99000000","98","98","98","0.9159650523986004","0.9159650523986004","0.9159650523986004"
"100000000","99","99","99","0.8776950386767485","0.8776950386767485","0.8776950386767485"
